branch,commits_ahead,files,superseded_files,superseded_pct,age_days,last_subject
origin/agent/reconcile-039ba4-focused-merge-nuxt-config,1,1,1,100.0,6,agent: reconcile-039ba4-focused-merge-nuxt-config
origin/agent/reconcile-039ba4-land-pwa-and-margin-surface,1,4,4,100.0,6,agent: reconcile-039ba4-land-pwa-and-margin-surface
origin/agent/recover-b8f5cf32cb21-2f823c135f00,1,1,1,100.0,15,agent: recover-b8f5cf32cb21-2f823c135f00
origin/agent/recover-missing-branch-canary-tomorrow-20260713-slice-5,1,1,1,100.0,44,add .deploy-canary: pipeline heartbeat canary file
origin/agent/recover-missing-branch-dropbox-operator-gate-amendment-auto-ship-authoriz-slice-1,1,2,2,100.0,23,agent: recover-missing-branch-dropbox-operator-gate-amendment-auto-ship-authoriz-slice-1
origin/agent/recover-missing-branch-dropbox-portfolio-doctrine-shared-services-x-items-slice-1,1,2,2,100.0,23,agent: recover-missing-branch-dropbox-portfolio-doctrine-shared-services-x-items-slice-1
origin/agent/recover-missing-branch-perpetual-compliance-hedge-instrument-dev,1,1,1,100.0,16,agent: recover-missing-branch-perpetual-compliance-hedge-instrument-fix-ts-errors (rebuilt
origin/agent/recover-missing-branch-qafix-tomorrow-07062319-slice-2-slice-4-adapt-patch-template,1,3,3,100.0,18,agent: recover-missing-branch-qafix-tomorrow-07062319-slice-2-slice-4-adapt-patch-template
origin/agent/recover-missing-branch-rework-legal-oracle-sr117-governance-82cc472,1,1,1,100.0,44,add rate oracle SR 11-7 governance module
origin/agent/recovered/fix-syntax-lint-scope,1,1,1,100.0,34,"fix(lint): scan every source root, not just server/ and scripts/"
origin/agent/relfix-v15-tomorrow-43b1039e,1,1,1,100.0,18,agent: relfix-v15-tomorrow-43b1039e
origin/agent/remediate-cont-batch-tomorrow-45859a8-3b0df8-3b0df8,1,1,1,100.0,4,agent: remediate-cont-batch-tomorrow-45859a8-3b0df8-3b0df8
origin/agent/residual-ils-bridge,1,2,2,100.0,46,agent: residual-ils-bridge
origin/agent/rework-buildfail-qafix-tomorrow-07062319-slice-1-slice-4-3e3d999,1,1,1,100.0,37,agent: rework-buildfail-qafix-tomorrow-07062319-slice-1-slice-4-3e3d999
origin/agent/risk-line-ui,1,1,1,100.0,47,feat: risk-line-ui — RiskLine component for CFO dashboard (severity dot + action button + 
origin/agent/shadow-1e2ec336-cowork,1,2,2,100.0,45,feat: oracle ingest for Pareto frontier indices (PEI/PSI/PDR)
origin/agent/shadow-3ffc95ed-orchestrator_native,1,2,2,100.0,44,feat: darwin passport bridge — Wire 3+4 ECP claims + flywheel prefill for instant underwri
origin/agent/shadow-47ba35f0-cowork,1,2,2,100.0,43,feat: wire positionEngine + recipientAlignment into clauseDrafter
origin/agent/shadow-47ba35f0-orchestrator_native,1,2,2,100.0,43,feat: wire positionEngine + recipientAlignment into clauseDrafter
origin/agent/sik-verification-v2,1,3,3,100.0,47,feat: posture invariant verifier + REPLICATION_VERIFICATION.md
origin/agent/sw-number-lineage-v2,1,2,2,100.0,47,feat: number lineage records for verifiable proofs
origin/agent/sw-verification-v2,1,2,2,100.0,47,feat: smart wrapper verification utility
origin/agent/target-exposure-history,1,1,1,100.0,46,agent: target-exposure-history
origin/agent/toolchain-repair-0f6214c3-slice-2,1,1,1,100.0,44,docs: add module-level JSDoc to contractSyncer.ts
origin/agent/triage-b8f5cf32cb21-9f16c2367b17,1,2,2,100.0,15,agent: triage-b8f5cf32cb21-9f16c2367b17
origin/agent/trust-ratchet-frontier-percentile-algorithm,1,2,2,100.0,23,agent: trust-ratchet-frontier-percentile-algorithm
origin/agent/trust-ratchet-per-user-state-tracking,1,2,2,100.0,23,agent: trust-ratchet-per-user-state-tracking
origin/agent/v15-21-rollout-tomorrow,1,2,2,100.0,16,agent: v15-21-rollout-tomorrow
origin/agent/warranty-trigger-spec,1,4,4,100.0,57,agent: warranty-trigger-spec
